Timestamp,WindSpeed,StdDevWindSpeed,WindDirAbs,WindDirRel,Power,MaxPower,MinPower,StdDevPower,AvgRPow,Pitch,GenRPM,RotorRPM,EnvirTemp,NacelTemp,GearOilTemp,GearBearTemp,GenTemp,GenPh1Temp,GenPh2Temp,GenPh3Temp,GenBearTemp,Scenario
2023-01-01 00:00:00,9.994372235122107,1.1456765594106428,180.81040934162064,1.0582946984176258,612.097725003926,620.9038994404879,602.9851384372274,29.93260170095143,4.554222649724028,9.324462316819371,1400.1890161903018,14.001890161903018,20.025050398991592,29.87409712129449,59.888099866292855,55.024244711027286,80.27148735192429,82.17640271199781,81.97540204720598,81.96440873418305,75.1465997355242,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:01:00,9.961212569572352,1.0223868990856668,180.44857644269615,0.3081004123977522,634.3406759458376,640.8639392438978,624.9674960662866,29.966313574433503,4.285391803397743,9.927473402984734,1400.2825754891799,14.002825754891798,20.18108719709136,29.797618835864455,60.13892100743617,55.17970987293562,80.09317266134931,81.87838753890847,82.18079734106632,82.12162296795093,74.91364241647742,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:02:00,10.040743354236412,1.0423423270049186,179.36399382611438,0.35421354371680897,551.3516214499989,560.9898676171756,542.5514460903444,29.8929921945802,5.263064374484755,10.508781719541826,1400.1742817151953,14.001742817151953,20.346867746884836,29.953939939539275,60.241700012341745,55.14724107361064,79.89038709316341,82.03870920962243,81.88947605263485,81.7329940099072,74.95240306047953,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:03:00,10.020493304738466,1.0130307264193434,179.84047504436296,-0.6170409255117294,570.8631286859801,577.8076125132835,563.1565956507864,30.118199981531667,4.817124940166059,9.694533459448982,1399.7214918872346,13.997214918872347,19.756171241948742,29.94404923644351,60.09951419280006,55.10609737650769,80.00348507207273,81.8555088776445,81.87308602435381,81.76542786323286,75.12604856255028,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:04:00,10.011720865309117,1.0818013982525865,181.14590566021704,0.054023639241751034,621.7876167715542,628.035178077168,612.5622477314324,29.840101134470324,5.108110197564638,10.57241868188417,1400.1419499063759,14.00141949906376,20.099277684633265,30.020778691856282,60.05456252209262,55.01590821857306,80.27889279236027,81.92672835875999,81.84406625762007,81.80680181719971,74.95554911561561,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:05:00,9.934753616386198,1.0561116992676878,179.02971287179903,-0.7641455178237517,597.1990595368272,603.9098744339711,589.4447293860374,29.898931896433925,4.254254383708735,10.24250210510862,1400.416722123249,14.004167221232489,19.96180622114617,30.242788363538697,60.41845960785727,55.03694715048123,79.86203148091879,81.74074188967819,81.87109316901105,81.87928677432129,74.91383851207718,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:06:00,9.975999352678995,1.0447707475276085,180.1668314148133,-0.5965622445363643,623.7524005001945,630.458364617216,613.978808956415,30.135341004596693,4.801282254216123,10.056906857889167,1399.6053026894824,13.996053026894824,19.905756531363753,30.053078785645646,60.169527478886394,54.8496869296491,80.29782261744087,82.05560103425778,82.10411203250675,82.0751574163486,75.03431000003235,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:07:00,9.968644509364175,0.8220389881801189,180.22627855549717,0.6726950091454328,622.2369129979339,630.3058011811542,613.960317698837,29.99483144676207,4.830574055202131,10.32260979584849,1400.854555266603,14.00854555266603,19.765494588815102,29.9680955653672,60.16472129280684,54.958044288796245,80.19184487547933,82.00142361014223,82.18405580479377,81.94803908369018,75.14255465462016,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:08:00,9.962018906193011,0.9934975362233152,179.63932785797323,0.1482050926304128,646.1129033954045,653.8141041169545,637.4819710061564,29.71064785941821,5.026467774636048,10.041226753237297,1400.4981388931076,14.004981388931077,19.966506577036764,29.98507874237551,59.89697912144659,54.96701082092453,79.84830503168494,81.87639708170238,82.36398961483741,82.07615136121068,74.96461734995871,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:09:00,10.014958642233116,0.977966238150423,180.80702653052023,0.3816638248701981,621.1565905468555,627.4753355589555,613.934328099133,30.003728387324017,5.380430875788305,9.737354729195374,1399.9313122712792,13.999313122712792,19.794118795141078,30.033174393754162,60.131670637112784,54.91287112393337,79.83197903722527,82.0528542005974,82.3276953214938,82.16327091508427,75.25103626410328,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:10:00,10.033353532311668,0.9254504989508024,180.34633207751725,0.022998888655515574,613.5193102859258,618.8406767218185,604.5931939900763,30.141841253957157,5.033825130535423,10.031765823842644,1399.6064130090824,13.996064130090824,19.867645127044597,30.29994366005966,59.77795860821732,54.951241427056395,80.01635234968792,81.85037147678298,82.04928706582294,81.7968221164034,74.91853935600064,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:11:00,10.029790680893012,0.8681550420668668,179.32308916015845,-0.5622164390354714,554.3496075847391,561.2610128119929,547.5880377006645,37.492939743454826,5.213750618264254,9.680216796141453,1400.1950637111624,14.001950637111625,19.896625985458883,30.04057026604977,60.046723256151395,54.8926870343034,79.71936474534132,81.88598539435839,81.80638605995314,81.88023509814984,75.03741900861266,early_gearbox_bearing_wear_elevated_temp
2023-01-01 00:12:00,9.999633465805974,0.9216985864626377,178.75442011838473,0.5843924517599117,567.7233007893004,575.7649926893461,560.104586983529,37.665390527081406,5.37393805911021,9.868116041745193,1399.7567356064692,13.997567356064692,20.169324460630772,29.785659387666247,59.829700582964975,54.89921796443749,80.14674016578633,82.0722075086966,81.80816902330457,81.95468689480167,75.0708819440845,early_gearbox_bearing_wear_elevated_temp
